sample	tsne_1	tsne_2	group
setosa_45	-31.1353760369631	-0.702265526550437	setosa
setosa_46	-24.4911929528296	-1.83974843790518	setosa
setosa_47	-31.1701905321084	-1.55859469043936	setosa
setosa_48	-24.8016056299018	-3.21804586409679	setosa
setosa_49	-31.3116048488006	-2.52739972312923	setosa
setosa_50	-27.6493973515443	-2.66536133063232	setosa
versicolor_51	12.7051161428081	-1.90533278234997	versicolor
versicolor_52	11.7256122019193	0.330974149707203	versicolor
versicolor_53	13.3071827735545	-1.68609273772297	versicolor
versicolor_54	4.22239473999482	2.3210541171452	versicolor
versicolor_55	12.2314141111725	-0.312303611642579	versicolor
versicolor_56	7.30608328414057	1.58355651213664	versicolor
versicolor_57	12.2575933140569	1.07649945065152	versicolor
versicolor_58	2.21636315027116	3.70724795615901	versicolor
versicolor_59	12.0256256655814	-0.74846782141096	versicolor
versicolor_60	4.609842897879	1.59693478695226	versicolor
versicolor_61	2.24545666937027	3.19912366922926	versicolor
versicolor_62	8.01080089968422	2.38288960577356	versicolor
versicolor_63	3.45478814046953	2.03875380750281	versicolor
versicolor_64	10.8415183328271	1.5841745785779	versicolor
versicolor_65	4.65970267951815	4.27228460251571	versicolor
versicolor_66	11.6387589328146	-1.12613870731078	versicolor
versicolor_67	7.59322428916755	1.18741462053258	versicolor
versicolor_68	5.6823167515172	3.31428418462278	versicolor
versicolor_69	10.7588076685012	4.04385299036166	versicolor
versicolor_70	4.43808277204464	3.01152859802591	versicolor
versicolor_71	13.2668751957502	2.6466110233729	versicolor
versicolor_72	6.94193804617175	3.66709924604833	versicolor
versicolor_73	15.3089929391598	1.09632954216415	versicolor
versicolor_74	10.5433564667413	1.73449756978576	versicolor
versicolor_75	10.6361464198669	-0.061679934856428	versicolor
versicolor_76	11.4704534380573	-0.670366718326646	versicolor
versicolor_77	13.0207984420921	-1.16770857398904	versicolor
versicolor_78	14.088207743845	-1.27921055651001	versicolor
versicolor_79	9.95838282337608	1.63654705890044	versicolor
versicolor_80	3.83518940939108	3.8812859498052	versicolor
versicolor_81	3.87749952622521	2.96783512504718	versicolor
versicolor_82	3.62322069105693	3.23574014414836	versicolor
versicolor_83	5.30291018996041	3.4510056096398	versicolor
versicolor_84	15.3412044852883	2.16900813782302	versicolor
versicolor_85	7.13892588982762	0.904794197112146	versicolor
versicolor_86	12.0044197165624	1.88676545290664	versicolor
versicolor_87	12.6073802081011	-1.19952436693325	versicolor
versicolor_88	10.6166926861287	3.99198915648721	versicolor
versicolor_89	6.58062386506849	2.50896428524661	versicolor
versicolor_90	4.73994854972035	2.35809005672311	versicolor
versicolor_91	5.94921357140904	1.46457821704109	versicolor
versicolor_92	10.700534693423	1.39652388374194	versicolor
versicolor_93	5.25418641131816	3.10062872118429	versicolor
versicolor_94	2.31423978771327	3.66691018035552	versicolor
versicolor_95	5.8823053944301	2.13242811348353	versicolor
versicolor_96	6.92616455943734	2.52867909032244	versicolor
versicolor_97	6.74253635460243	2.31738318900344	versicolor
versicolor_98	9.89490438694547	0.68921586098409	versicolor
versicolor_99	2.2793259375381	4.06507518619436	versicolor
versicolor_100	6.10138244809669	2.73926799964009	versicolor
virginica_101	22.4497579629022	-1.49266370744078	virginica
virginica_102	15.2011577602089	3.39642570697897	virginica
virginica_103	24.3459968804476	-0.138845513124128	virginica
virginica_104	19.1603915627521	-0.226662732094467	virginica
virginica_105	21.5704391140754	-0.468262456075095	virginica
virginica_106	26.2780702428435	0.50121449885935	virginica
virginica_107	5.62525768397987	0.196258508600933	virginica
virginica_108	25.6428917517293	-0.156644926358585	virginica
virginica_109	19.5858442384479	-1.35360941086957	virginica
virginica_110	24.4089840159198	0.855234858416514	virginica
virginica_111	20.0309998333204	1.27884539984224	virginica
virginica_112	18.5227924444046	0.477739317146966	virginica
virginica_113	21.9724334493211	0.733161871235803	virginica
virginica_114	15.3872404489833	3.75983567394813	virginica
virginica_115	15.5708086004761	4.31524320089533	virginica
virginica_116	21.001576589371	0.310370013947079	virginica
virginica_117	19.5048175340309	0.0784371144598893	virginica
virginica_118	26.9887660313137	-0.0761556887953878	virginica
virginica_119	26.5023052343153	1.10959618230702	virginica
virginica_120	16.209098307927	2.16704885344168	virginica
virginica_121	23.0991193115726	0.286795794769759	virginica
virginica_122	14.9090091839724	3.9365329517202	virginica
virginica_123	26.3834122534146	0.759346842631664	virginica
virginica_124	15.0159178018678	1.43380098725804	virginica
virginica_125	22.6738577123929	0.0637909132966768	virginica
virginica_126	24.9989309533962	-0.444436424130828	virginica
virginica_127	14.4223787287334	1.71973299587947	virginica
virginica_128	14.0333190548123	2.30519663960388	virginica
virginica_129	20.1820545781576	-0.478718565225275	virginica
virginica_130	24.9998729096848	-0.800982326568376	virginica
virginica_131	25.481945303758	-0.086801466289708	virginica
virginica_132	26.9495343839317	-0.189812829568943	virginica
virginica_133	20.4800971046514	-0.498180863850721	virginica
virginica_134	15.30409260794	0.805837521362853	virginica
virginica_135	17.2635271512648	0.495580706839957	virginica
virginica_136	25.6827159644021	0.639029072591747	virginica
virginica_137	21.8261326088198	-1.28987970154562	virginica
virginica_138	19.4840188521513	0.116427808030824	virginica
virginica_139	13.7304058674126	2.49271826551132	virginica
virginica_140	22.0975198627488	1.04131535583477	virginica
virginica_141	22.2370690486966	-0.0044505079245289	virginica
virginica_142	21.4622053870958	1.64704385383483	virginica
virginica_143	23.3071397000096	-0.190075102937249	virginica
virginica_144	22.6992114110503	-0.556166288443679	virginica
virginica_145	21.1972058849531	1.24834215739037	virginica
virginica_146	15.8720182120813	1.45374897463086	virginica
virginica_147	19.8766984741315	1.00997416156733	virginica
virginica_148	21.3659459813735	-1.3535979377938	virginica
virginica_149	14.446047899234	2.97284280108147	virginica
